"","phylum","class","order","family","genus","species","nutrition","morphology"
"OTUc_274","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_2740","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2742","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2743","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2744","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2745","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp.","bacterivore","naked_amoeboflagellate"
"OTUc_2746","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2748","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2749","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Allapsa","unclassified","bacterivore","naked_flagellate"
"OTUc_275","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2750","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2751","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2752","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2753","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2754","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2755","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2756","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_2757","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2758","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_2759","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_276","Rhizaria-incertae-sedis","Tremulida","Tremulida_unassigned","Tremulidae","Tremula","Tremula_longifila","eukaryvore","naked_flagellate"
"OTUc_2761","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2762","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2763","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2764","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2765","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_2766","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2767","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2768","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_2769","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_277","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_2770","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2772","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_2773","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_2774","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2775","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Nucleocercomonas","Nucleocercomonas_praelonga","bacterivore","naked_amoeboflagellate"
"OTUc_2776","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2777","Endomyxa","Phytomyxea","Plasmodiophorida","Plasmodiophoridae","Woronina","Woronina_pythii","not_plant_parasite","endoparasite"
"OTUc_2778","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2779","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","unclassified","bacterivore","naked_flagellate"
"OTUc_278","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2781","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_edax","omnivore","naked_amoeboflagellate"
"OTUc_2782","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_2783","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2784","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2785","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_2787","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_2788","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_2789","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_279","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Metabolomonas","Metabolomonas_insania","bacterivore","naked_amoeboflagellate"
"OTUc_2790","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2791","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","unclassified","unclassified","plant_parasite","endoparasite"
"OTUc_2792","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2793","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_fastiga","omnivore","naked_amoeboflagellate"
"OTUc_2794","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2795","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_2796","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2797","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2798","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2799","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_28","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Sandona","Sandona_sp.","bacterivore","naked_flagellate"
"OTUc_280","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2800","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_2801","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2803","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Allantion","Allantion_sp.","bacterivore","naked_flagellate"
"OTUc_2804","Endomyxa","Phytomyxea","Plasmodiophorida","Plasmodiophoridae","Woronina","Woronina_pythii","not_plant_parasite","endoparasite"
"OTUc_2805","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2806","Cercozoa","Sarcomonadea","Glissomonadida","Glissomonadida_Clade_Y","unclassified","unclassified","unknown","unknown"
"OTUc_2807","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2808","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2809","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","Spongospora","Spongospora_subterranea","plant_parasite","endoparasite"
"OTUc_281","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2810","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2811","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2812","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_2813","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_2814","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2815","Cercozoa","Imbricatea","Spongomonadida","Spongomonadidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2816","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2817","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_2818","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","unclassified","unclassified","plant_parasite","endoparasite"
"OTUc_2819","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","Polymyxa","Polymyxa_graminis","plant_parasite","endoparasite"
"OTUc_2820","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2821","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2822","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2823","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2824","Cercozoa","Thecofilosea","Cryomonadida","Protaspididae","Protaspa","unclassified","eukaryvore","testate_cell_organic"
"OTUc_2825","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2826","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_elongata","bacterivore","naked_amoeboflagellate"
"OTUc_2827","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2828","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_2829","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_283","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","Teretomonas","Teretomonas_rotunda","bacterivore","naked_flagellate"
"OTUc_2830","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2831","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2832","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","unclassified","bacterivore","testate_cell_silica"
"OTUc_2833","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2834","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2835","Cercozoa","Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","Thaumatomonas_sp.","bacterivore","testate_cell_silica"
"OTUc_2837","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2839","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_284","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2840","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2841","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_2842","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2843","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_2844","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2845","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2846","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_2847","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2848","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_2849","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_285","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","unassigned_Eugliphidae","Tracheleuglypha_dentata","omnivore","testate_cell_silica"
"OTUc_2850","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_2851","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_2852","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_2853","Cercozoa","Sarcomonadea","Glissomonadida","Viridiraptoridae","Viridiraptor","Viridiraptor_invadens","eukaryvore","naked_amoeboflagellate"
"OTUc_2854","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2855","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_2856","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2857","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2858","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2859","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_286","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_2860","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_2861","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","unclassified","unclassified","plant_parasite","endoparasite"
